RequestMonth,ProviderName,ApiName,ApiVersion,ApiMethod,TotalHits,SuccessCount,ErrorCount,MaxResTimeSec,MinResTimeSec,MedianResTime_Sec,AvgResTime_Sec,RequestLessThan_750_MS,RequestTookMoreThan_750_MSec,RequestLessThan_750_MS_Based_On_SuccessHits,RequestTookMoreThan_750_MS_Based_On_SuccessHits,MAXResponseSize_KB,AVGResponseSize_KB,MINResponseSize_KB
24-Oct,DCT,TammJourneyDct,2,/artWorkshop/updateReservation,3,2,1,2.195,0.682,2.07,1.65,1,2,0,2,2513,1949.67,884
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/activities,6358,6358,0,1.311,0,0,0,6357,1,6357,1,9105,9105,9105
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/attachments/byCode/{code},29260,29245,18,100.251,0.165,0.23,0.32,28579,681,28578,667,3534,1818.98,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/category,17031,17031,0,0,0,0,0,17031,0,17031,0,2295,2295,2295
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/category/fullCategoryName/{categoryId},6305,6304,1,13.808,0.168,0.24,0.29,6163,142,6162,142,293,140.1,35
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/category/{parentId}/childs,47959,47957,2,100.22,0.159,0.23,0.29,46878,1081,46878,1078,15274,5668.9,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/companies/area/{id},2718,2699,19,99.308,0.179,0.42,0.59,2481,237,2462,237,31498,5940.19,257
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/companies/venusView,19570,19544,26,101.254,0.16,0.3,0.5,18720,850,18697,843,10950,6997.16,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/companies/venusView/count,17175,17147,28,100.28,0.161,0.28,0.44,16573,602,16549,596,257,40.39,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/companies/{id},171,171,0,1.671,0.223,0.28,0.31,169,2,169,2,1374,1160.51,949
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/countries,12178,12178,0,0,0,0,0,12178,0,12178,0,52235,52235,52235
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/countries/{id}/cities,3555,3312,243,100.245,0.152,0.26,0.34,3461,94,3219,92,3367,3153.47,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/createEntertainerPermit,3030,3024,6,28.818,0.2,0.3,0.4,2899,131,2894,130,21109,2999.7,504
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/createEvent,6896,6891,5,100.608,0.228,0.38,0.5,6530,366,6530,359,55795,21225.04,931
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/entertainerPermit,169,169,0,5.1,0.219,0.34,0.6,131,38,131,38,70383,19080.89,30
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/entertainerPermit/count,175,175,0,2.432,0.212,0.27,0.51,138,37,138,37,40,39.25,39
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/event,481,469,12,22.997,0.164,0.33,0.53,418,63,407,62,5564,1904.72,30
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/event/count,478,468,10,4.791,0.173,0.25,0.39,427,51,418,50,278,43.82,39
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/{id}/delete,2364,2317,47,100.223,0.179,0.26,0.37,2286,78,2240,77,275,93.02,4
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/draft/{id}/{entityName},6044,6042,2,101.24,0.175,0.26,0.34,5881,163,5879,163,55633,14692.18,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/amend,465,369,98,100.225,0.229,1.2,1.93,125,340,34,335,54699,6783.46,968
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/ammentComment,2194,2171,23,89.636,0.178,0.24,0.38,2137,57,2118,53,628,130.03,41
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/permitsListing,13704,13613,92,100.237,0.155,0.28,0.38,13169,535,13083,528,15950,7274.39,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/permitsListing/count,20800,20713,89,100.234,0.152,0.27,0.37,20113,687,20031,681,427,40.55,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/submit,639,602,37,33.649,0.217,0.83,1.3,261,378,224,377,19250,2907.29,989
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id},6020,5947,83,301.287,0.165,0.36,1.1,4831,1189,4761,1184,278869,21557.31,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id}/cancel,91,50,41,8.426,0.274,0.55,0.73,68,23,32,17,4667,1290.86,45
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id}/paymentApprovalStatus,1945,1944,8,100.317,0.046,0.25,0.51,1888,57,1887,57,440,46.43,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id}/paymentCallBack,832,793,39,100.228,0.22,0.5,1.05,700,132,666,127,702,374.5,320
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id}/permitVoucherViewModel,1931,1931,0,4.866,0.207,0.26,0.32,1872,59,1872,59,1493,995.49,680
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/entertainerPermit/{id}/renew,454,350,104,43.962,0.224,1.31,2.03,98,356,0,350,1427,906.52,471
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/amend,1792,1303,489,100.843,0.201,1.35,3.44,460,1332,0,1303,1763565,17867.45,3469
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/eventsListing,34464,33374,1094,313.894,0.143,0.29,0.42,33134,1330,32077,1295,18805,13870.5,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/eventsListing/count,60771,58699,2079,312.42,0.144,0.27,0.4,58445,2326,56448,2247,423,47.19,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/submit,1658,1579,80,313.192,0.184,1.15,2.37,385,1273,309,1269,21511,5618.94,3249
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/workFlow,4203,4201,3,100.992,0.192,0.25,0.5,4038,165,4038,163,738,593.08,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{eventId}/paymentCallBack,1688,1686,2,100.251,0.428,0.59,1.15,1216,472,1216,469,643,383.3,342
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{id},16713,16647,68,101.241,0.158,0.5,2.95,12183,4530,12123,4518,4080908,157702.75,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{id}/cancel,63,63,0,2.874,0.441,0.64,0.81,41,22,41,22,45,45,45
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{id}/comments,2641,2641,0,100.221,0.244,0.35,0.55,2280,361,2280,359,5059,431.08,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{id}/lineItems/eventApprovalStatusId,4178,4061,117,100.251,0.202,0.29,0.48,3953,225,3844,216,1836,890.08,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/event/{id}/permitStatus,9468,9455,20,300.26,0.045,0.27,0.91,8948,520,8940,514,29771,2086.85,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/file,16090,15831,262,325.91,0.246,0.99,2.11,6517,9573,6392,9431,4121775,393877.34,1380
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/licenseType,4081,4081,0,0,0,0,0,4081,0,4081,0,915,915,915
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/marketing/getByEventId/{id},2628,2628,0,100.234,0.178,0.25,0.36,2550,78,2550,78,7184,174.95,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/educationLevels,12044,12044,0,0,0,0,0,12044,0,12044,0,2685,2685,2685
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/genders,12457,12457,0,4.251,0,0,0,12456,1,12456,1,420,420,420
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/marketingCategories,125,125,0,0.49,0,0,0,125,0,125,0,3318,3318,3318
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/nationalities,12591,12591,0,8.419,0,0,0,12590,1,12590,1,59746,59746,59746
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/notificationCategory,198,198,0,1.206,0,0,0.01,197,1,197,1,504,504,504
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/passportTypes,12460,12460,0,5.676,0,0,0,12459,1,12459,1,842,842,842
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/permitActivity,13113,13113,0,0,0,0,0,13113,0,13113,0,8490,8490,8490
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/permitIssuePeriod,4260,4260,0,0,0,0,0,4260,0,4260,0,756,756,756
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/permitType,584,584,0,0,0,0,0,584,0,584,0,508,508,508
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/professions,17581,17581,0,5.156,0,0,0,17580,1,17580,1,5049,5049,5049
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/religions,12438,12438,0,0,0,0,0,12438,0,12438,0,2306,2306,2306
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/shapes,15158,15158,0,0,0,0,0,15158,0,15158,0,1471,1471,1471
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/socialNetworkType,80,80,0,0.368,0,0,0,80,0,80,0,1307,1307,1307
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/speakerLanguages,12289,12289,0,4.907,0,0,0,12288,1,12288,1,32697,32697,32697
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/masterData/visaTypes,12440,12440,0,0,0,0,0,12440,0,12440,0,1315,1315,1315
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/mstrAreaCategory,15378,15378,0,0,0,0,0,15378,0,15378,0,2811,2811,2811
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/mstrParticipantType,71568,71568,0,1.079,0,0,0,71567,1,71567,1,440,440,440
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/notifications/{id},99,99,0,6.749,0.241,0.31,0.47,92,7,92,7,3021,2069.35,1476
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizationCategories,236,236,0,0,0,0,0,236,0,236,0,4713,4713,4713
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers,7028,7024,4,100.237,0.222,0.32,0.44,6612,416,6610,411,8031,3853.47,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/addContact,30,30,0,1.874,0.258,0.37,0.47,26,4,26,4,441,367.23,321
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/addUserForOrganizer,129,71,58,101.228,0.462,0.99,9.03,47,82,24,47,808,569.97,225
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/delinkUser,41,39,2,2.63,0.284,0.34,0.44,39,2,37,2,325,112.63,99
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/getSelfOrganizer/{userName},60127,59128,1032,300.215,0.104,0.32,1.79,55522,4605,55320,3797,16575,1366.24,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/listUsers,339,317,22,16.252,0.203,0.25,0.43,297,42,279,38,2747,744.82,30
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/listUsers/count,350,326,24,16.102,0.202,0.25,0.44,305,45,286,40,289,56.03,39
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/removeContact/{contactID},13,13,0,0.537,0.247,0.29,0.32,13,0,13,0,45,45,45
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/setAdminUser,17,11,6,2.754,0.282,0.36,0.76,13,4,9,2,343,185.82,101
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/submit,175,128,47,100.254,0.224,0.91,2.3,63,112,26,102,9200,3834.65,1484
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/validateCompanyName/{companyName}/{organizedID},213,188,25,1.48,0.17,0.26,0.32,200,13,182,6,257,67.16,43
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/validateCompanyTL/{tlNumber}/{OrganizedID},381,365,16,100.223,0.169,0.25,0.99,370,11,354,11,257,51.92,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/validateContactMail/{contactMail}/{OrganizedID},131,127,4,2.641,0.172,0.26,0.3,129,2,125,2,257,49.63,43
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/organizers/{id},18075,17864,211,100.259,0.156,0.31,0.48,17221,854,17014,848,24899,2237.37,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant,80477,80377,105,100.43,0.104,0.3,0.48,77342,3135,77256,3112,116619,4995.51,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/amend/{id},3073,3065,8,101.259,0.342,0.51,1.06,2639,434,2633,432,9803,7140.21,195
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/count,47268,47204,64,98.135,0.157,0.28,0.37,45640,1628,45593,1605,309,40.84,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/emailValid,10004,10000,4,65.562,0.21,0.27,0.37,9735,269,9734,265,315,43.15,43
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/emiratesIdValid,4088,4086,2,78.933,0.205,0.27,0.36,4005,83,4004,82,248,43.37,43
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/getById,20579,20545,34,100.233,0.165,0.32,0.4,19889,690,19859,684,13253,7489.73,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/passportValid,6565,6564,1,93.182,0.104,0.27,0.33,6427,138,6426,138,318,43.09,43
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/sendInvitiationsByEmail,8,8,0,0.418,0.262,0.33,0.32,8,0,8,0,599,317.75,212
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/participant/submit,5084,4832,252,101.234,0.164,0.6,1.41,3599,1485,3358,1468,6351,3509.37,1150
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/sharedServices/entertainmentPermitTermsAndConditions,2149,2149,0,0.216,0,0,0,2149,0,2149,0,7338,7208.09,6372
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/sharedServices/eventTermsAndConditions,3473,3473,0,0,0,0,0,3473,0,3473,0,10773,10628.13,9150
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/sharedServices/fileContent,2142,2142,0,85.699,1.271,1.8,3.29,0,2142,0,2142,5456394,323081.47,55
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/sharedServices/pdfLicense,2560,2221,339,100.248,0.158,0.49,11.22,1522,1038,1202,1019,173232,89811.4,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/sponsors,4166,4166,0,0,0,0,0,4166,0,4166,0,1373,1373,1373
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/survey/questions,1,1,0,1.218,1.218,1.22,1.22,0,1,0,1,24618,24618,24618
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/token,13010,13003,13,300.256,0.115,0.19,0.26,12842,168,12842,160,615,614.79,339
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/userNotifications/count,672,672,0,101.182,0.202,0.26,1.25,611,61,611,61,40,39.42,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/userNotifications/getAllNoAttachment,257,257,0,101.189,0.227,0.47,1.88,196,61,196,61,15590,11895.07,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/userNotifications/updateIsRead,6,6,0,0.701,0.297,0.34,0.39,6,0,6,0,42,42,42
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/v2/areaList/shapes,7361,7361,0,100.283,0.22,0.35,0.47,6883,478,6883,476,5786,3379.52,63
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/v2/emailParticipant/verifyToken,4,1,3,0.373,0.157,0.24,0.25,4,0,1,0,274,211,58
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/v2/entertainerPermit/{permitId}/invoices,4067,3885,198,100.238,0.046,0.25,0.37,3874,193,3694,191,17618,1297.07,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/v2/event/{eventId}/invoices,12838,12620,223,100.254,0.047,0.26,0.39,12299,539,12087,533,33326,2682.15,2
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/v2/payment/downloadReceipt,5270,4632,638,75.055,0.164,0.44,5.41,2983,2287,2510,2122,145813,97579.56,260
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/venue/submit,101,93,8,7.043,0.214,0.62,0.83,63,38,56,37,2464,1527.81,651
24-Oct,DCT,TammJourneyDct,2,/eventLicensing/venueCities/all,13724,13631,93,88.121,0.141,0.23,0.29,13438,286,13349,281,718,714.88,248
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/attachmentTypes,50,50,1,300.252,0.225,0.43,7.11,33,17,33,17,2970,2887.54,401
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/classificationTypes,18,18,0,4.841,0.237,0.36,0.77,16,2,16,2,304,302.67,298
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/classificationTypes/{id}/ratings,6,6,0,0.296,0.245,0.26,0.27,6,0,6,0,800,753.83,535
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/createHotelLicenseRequest,8,8,8,1.213,0.276,0.43,0.66,5,3,5,3,536,522,510
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/hotelLicenseRegions,106,106,0,4.339,0.208,0.32,0.72,90,16,90,16,228,224.38,220
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/hotelLicenseTermsAndConditions/{id},56,56,0,3.318,0.219,0.29,0.97,39,17,39,17,2924,2825.43,2556
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests,46,3,43,2.9,0.198,0.43,1.11,30,16,2,1,3703,456.52,254
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/accounts,12,12,12,0.633,0.27,0.32,0.37,12,0,12,0,690,623.33,525
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/attachmentTypes,10,10,0,11.636,0.372,0.47,4.56,6,4,6,4,13704250,5483749.9,3057
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/attachments,49,49,0,14.364,0.71,2.91,3.87,1,48,1,48,3708770,969722.71,64333
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/facilities,10,10,10,3.98,0.377,0.48,0.9,8,2,8,2,2961,2099.8,1189
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/payment,4,4,0,15.383,5.554,10.87,10.67,0,4,0,4,761,760.5,760
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/paymentCallBack,3,3,0,13.861,12.591,12.74,13.06,0,3,0,3,165094,164328.33,163353
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/permit,11,11,0,1.18,0.26,0.58,0.67,7,4,7,4,164611,104771,183
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/projectdetails,8,8,8,0.6,0.281,0.37,0.42,8,0,8,0,915,824.5,688
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/requests/{id}/submit,6,5,6,0.87,0.301,0.76,0.65,3,3,2,3,306,298.33,283
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/token,270,270,0,1.164,0.158,0.2,0.22,268,2,268,2,615,615,615
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/unitGroups,6,6,0,15.801,0.237,0.31,2.91,5,1,5,1,444,441.33,436
24-Oct,DCT,TammJourneyDct,2,/hotelLicensing/unitGroups/{id}/UnitTypes,65,65,0,0.56,0.212,0.25,0.25,65,0,65,0,908,544.17,306
24-Oct,DCT,TammJourneyDct,2,/imageToBase64String,472,472,0,2.271,0.184,0.48,0.68,315,157,315,157,863191,171928.97,4815
24-Oct,DCT,TammJourneyDct,2,/specialLicense/document,289,289,0,62.964,0.366,0.48,0.9,268,21,268,21,145351,135981.49,81768
24-Oct,DCT,TammJourneyDct,2,/specialLicense/nocDetails,276,276,1,2.612,0.223,0.39,0.42,268,8,268,8,3701,2816.65,238
24-Oct,DCT,TammJourneyDct,2,/specialLicense/payment/invoice/{id},287,287,1,32.918,6.883,8.71,9.36,0,287,0,287,698,687.84,367
24-Oct,DCT,TammJourneyDct,2,/specialLicense/payment/paymentCallBack/{id},285,284,16,25.405,0.159,4.71,5.25,10,275,10,274,879,683.48,660
24-Oct,DCT,TammJourneyDct,2,/specialLicense/saveDocument,1110,1087,42,104.31,0.389,3.05,7.39,36,1074,28,1058,6613507,1288790.84,42891
24-Oct,DCT,TammJourneyDct,2,/specialLicense/saveNoc,288,288,7,8.566,0.176,0.48,0.6,241,47,241,47,5196,3582.78,1923
24-Oct,DCT,TammJourneyDct,2,/specialLicense/specialLicenseByTradeLicense,57,57,54,5.137,0.173,1.17,1.24,11,46,11,46,1150,395.74,238
24-Oct,DCT,TammJourneyDct,2,/specialLicense/specialLicenseMasterData,849,849,0,0.461,0,0,0,849,0,849,0,4317,4135.54,3831
24-Oct,DCT,TammJourneyDct,2,/specialLicense/specialLicenseProfile,331,331,30,30.46,0.181,0.4,0.8,281,50,281,50,597,536.72,238
24-Oct,DCT,TammJourneyDct,2,/specialLicense/specialLicenseVenues,447,447,1,8.42,0.21,1.03,1.48,2,445,2,445,3314,2756.88,238
24-Oct,DCT,TammJourneyDct,2,/specialLicense/temparoryLicense,8,8,4,15.19,0.411,0.49,2.99,6,2,6,2,3125,2126.38,1644
24-Oct,DCT,TammJourneyDct,2,/specialLicense/temparoryLicenseList,1,1,1,0.78,0.78,0.78,0.78,0,1,0,1,353,353,353
24-Oct,DCT,TammJourneyDct,2,/specialLicense/token,1167,1167,0,4.403,0.131,0.19,0.22,1155,12,1155,12,456,455.91,434
24-Oct,DCT,TammJourneyDct,2,/sso/modifySsoUserDetails,185,185,0,1.917,0.264,0.36,0.43,175,10,175,10,769,731.7,660
24-Oct,DCT,TammJourneyDct,2,/sso/v2/ssoUserDetails,1233,1043,190,19.176,0.218,0.3,0.4,1186,47,1006,37,602,515.68,262
24-Oct,DCT,TammJourneyDct,2,/touristGuide/booking/free-order,21,21,0,0.852,0.29,0.48,0.5,20,1,20,1,339,326.29,287
24-Oct,DCT,TammJourneyDct,2,/touristGuide/booking/invoice,31,31,0,1.178,0.19,0.64,0.63,20,11,20,11,193,193,193
24-Oct,DCT,TammJourneyDct,2,/touristGuide/helper/interest,200,200,41,0.945,0.213,0.28,0.31,199,1,199,1,445,350.07,216
24-Oct,DCT,TammJourneyDct,2,/touristGuide/registration/upload/temp,268,268,13,14.564,0.239,1.78,2.9,39,229,39,229,5936940,979702.11,332
24-Oct,DCT,TammJourneyDct,2,/touristGuide/registration/upload/trainee,68,68,6,9.958,0.342,1.7,2.78,7,61,7,61,3821137,926535.35,20287
24-Oct,DCT,TammJourneyDct,2,/touristGuideLicensing/registration/licenseEligibility,205,205,0,1.251,0.198,0.25,0.28,203,2,203,2,374,146.06,138
24-Oct,DCT,TammJourneyDct,2,/touristGuideLicensing/token,209,209,0,1.201,0.153,0.19,0.21,208,1,208,1,619,619,619
24-Oct,DCT,TammJourneyDct,2,/venueBooking/emirates,104,104,0,0.288,0,0,0.01,104,0,104,0,257,256.69,255
24-Oct,DCT,TammJourneyDct,2,/venueBooking/eventTypes,5,5,0,0.304,0,0,0.11,5,0,5,0,117,114.2,110
24-Oct,DCT,TammJourneyDct,2,/venueBooking/eventsAudiences,5,5,0,0.324,0,0,0.12,5,0,5,0,223,221.8,220
24-Oct,DCT,TammJourneyDct,2,/venueBooking/organizationTypes,5,5,0,0.442,0,0,0.15,5,0,5,0,144,143.4,143
24-Oct,DCT,TammJourneyDct,2,/venueBooking/rentalFees,14,14,0,4.591,0.227,0.28,0.61,13,1,13,1,121,110.07,105
24-Oct,DCT,TammJourneyDct,2,/venueBooking/token,401,401,0,1.203,0.159,0.2,0.22,397,4,397,4,615,615,615
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueAvailability,28,28,0,0.406,0.202,0.24,0.26,28,0,28,0,67,67,67
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueBook,1,1,0,15.508,15.508,15.51,15.51,0,1,0,1,1718,1718,1718
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueEvents,5,5,0,0.36,0.273,0.28,0.3,5,0,5,0,439,368.4,273
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueInfo,1,1,0,0.352,0.352,0.35,0.35,1,0,1,0,16803,16803,16803
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueUpdatePayment,1,1,0,21.947,21.947,21.95,21.95,0,1,0,1,762,762,762
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueUserProfile,271,271,0,4.316,0.203,0.31,0.39,260,11,260,11,851,380.26,89
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venueUserProfilePost,8,8,0,0.954,0.307,0.77,0.69,3,5,3,5,1681,1594.88,1532
24-Oct,DCT,TammJourneyDct,2,/venueBooking/venuebooking,76,76,0,1.226,0.218,0.26,0.34,74,2,74,2,67,67,67
24-Oct,DED,TammJourneyDed,2,/adroServices/residents,10,10,0,3.429,0.09,0.32,0.75,8,2,8,2,1089,1052.8,1011
24-Oct,DED,TammJourneyDed,2,/adroServices/validateToken,10,10,0,9.118,0.228,1.52,2.58,2,8,2,8,948,948,948
24-Oct,DED,TammJourneyDed,2,/business/tradeNameAdvisory/availableTradeNames,5975,5975,0,4.357,0.077,0.12,0.16,5890,85,5890,85,3312,383.49,232
24-Oct,DED,TammJourneyDed,2,/businessLicense/businessLicenseFine,1630,1630,0,7.333,0.066,0.12,0.26,1547,83,1547,83,27467,470.84,185
24-Oct,DED,TammJourneyDed,2,/comparisonTool/legalTypes,182,182,0,2.594,0.228,0.32,0.37,179,3,179,3,14856,14856,14856
24-Oct,DED,TammJourneyDed,2,/comparisonTool/licenses,12,12,0,1.128,0.303,0.36,0.48,11,1,11,1,21847,21847,21847
24-Oct,DED,TammJourneyDed,2,/dedBusiness/activityInfo/getActivityProductDetails,111,111,0,2.522,0.248,0.43,0.5,101,10,101,10,15937,3797.82,308
24-Oct,DED,TammJourneyDed,2,/dedBusiness/activityMap,18,18,0,0.259,0.176,0.2,0.2,18,0,18,0,54863,54619.44,54315
24-Oct,DED,TammJourneyDed,2,/dedBusiness/aePreAuthorization,246,246,0,1.406,0.105,0.36,0.34,241,5,241,4,554,466.39,401
24-Oct,DED,TammJourneyDed,2,/dedBusiness/authenticateUser,133428,133428,11,30.091,0.06,0.11,0.15,131687,1741,131687,1738,395,375.99,280
24-Oct,DED,TammJourneyDed,2,/dedBusiness/bank/lookups,62,62,0,0.52,0.109,0.12,0.15,62,0,62,0,2218,609.13,358
24-Oct,DED,TammJourneyDed,2,/dedBusiness/bankAccount/Info,53,53,0,1.129,0.103,0.11,0.14,52,1,52,1,377,377,377
24-Oct,DED,TammJourneyDed,2,/dedBusiness/bankAccount/invoke,4,4,4,4.891,4.096,4.57,4.53,0,4,0,4,3116,3116,3116
24-Oct,DED,TammJourneyDed,2,/dedBusiness/businessAmendment,3728,3728,1,81.244,0.111,21.03,20.79,248,3480,248,3480,4541,1178.81,852
24-Oct,DED,TammJourneyDed,2,/dedBusiness/businessCertificate,44220,44220,14,300.196,0.121,6.06,6.82,903,43317,903,43317,2876073,1943553.53,289
24-Oct,DED,TammJourneyDed,2,/dedBusiness/businessCertificate/post,32,32,0,10.846,3.757,6.08,6.93,0,32,0,32,3319586,2334175.22,1971772
